time,train_id,group_phase,group_notch,group_delay,group_hunting,current_speed,speed_limit,signal_speed,dist_to_next_station,time_to_next_station,delay,holding_time,prev_notch_duration,llm_reward,nn_output,abs_error,reason
173.49999999999872,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,0.3904884733103733,70.0,70.0,95.8008760948914,6.500000000001279,0.0,0.1,0.7,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが大きく、加速が必要であり、制限速度・信号速度を遵守し、合理的な加速操作と判断したため高評価とした。
175.09999999999863,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,2.9133462878974963,70.0,70.0,95.27086255583228,4.90000000000137,0.0,1.0,0.6,1.0,0.0,1.0,残距離95m・残時間4.9秒から70km/hへの加速が必須で、信号遵守かつ停止位置も確保できるため高評価とする。
175.5999999999986,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,4.243703277045127,70.0,70.0,94.7715858465763,4.400000000001398,0.0,1.5000000000000002,0.6,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正であり、時刻通り到着に加速が必要かつCBTC・制限速度を遵守しているため現在の力行は適切と判断した。
153.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,0.9045357924502948,70.0,70.0,98.66920578596704,26.100000000000165,0.0,0.1,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正であり加速は必要速度達成のため妥当で、違反やノコギリ運転はなく高評価とした。
169.59999999999894,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,0.3700108629915765,70.0,70.0,96.36564679882652,10.400000000001056,0.0,0.1,0.7,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正であり、加速はCBTC・制限速度を守りつつ定時到着に必要な速度を得る合理的操作で、ノコギリ運転でもなく全項目が適合するため高評価とした。
164.19999999999834,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,2.897419185605316,70.0,70.0,37.36941910179681,15.80000000000166,0.0,0.1,0.1,1.0,0.0,1.0,減速フェーズでdelta_stopが正、信号速度以下かつ加速は必要かつ合理的で、速度超過やノコギリ運転はなく安全かつ定時に適合するため最高評価とした。
195.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延10秒超,ノコギリ疑いあり,20.58,70.0,70.0,20.2,0.0,13.7,6.5,0.0,1.0,0.0,1.0,上位項目すべてで問題なく、ブレーキは停止位置に適切に合わせており、ノコギリ運転は合理的な減速であるため高評価とした。
167.29999999999907,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,0.3408700045155939,70.0,70.0,96.68268026281268,12.700000000000928,0.0,0.1,0.7,1.0,0.0,1.0,次駅減速フェーズで必要速度未達のため加速は適切で、速度・信号制限を遵守し、ノコギリ運転に該当せず安全かつ定時運行に寄与するため最高評価とした。
176.89999999999853,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,5.394126654606902,70.0,70.0,92.8451288862071,3.100000000001472,0.0,0.1,0.1,1.0,0.0,1.0,加速は残距離と残時間から必要と判断され、速度超過や信号違反なし、ノコギリ運転の合理的理由があるため高評価とした。
175.09999999999948,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,7.509668423541613,70.0,70.0,85.89248397851179,4.900000000000517,0.0,0.2,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正であり、加速はCBTC信号内で必要速度に向けた適切な操作で、即時ゼロ違反やノコギリ運転はなく全項目で適正と判断したため高評価。
141.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,ノコギリ疑いあり,31.139455079025105,70.0,70.0,195.18309215928295,39.0,0.0,1.0,1.0,1.0,0.0,1.0,制限速度・CBTC遵守、停止位置は十分確保され、減速フェーズでの惰行は適切で省エネ性が高く評価できる。
177.69999999999848,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,5.252451009681952,70.0,70.0,91.63200541573956,2.3000000000015177,0.0,0.1,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが大きく、信号速度未超過の中で加速が必要と判断され、適切な力行操作であり、ノコギリ運転や速度超過はなく高評価とした。
343,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延10秒超,なし,65.0,70.0,70.0,215.3,0.0,15.0,15.0,15.0,1.0,0.0,1.0,ブレーキで適切に減速し、停止位置は許容誤差内であり、速度・信号遵守・ノコギリ運転なしのため高評価とした。
196.19999999999828,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6073811486641176,70.0,70.0,59.02861524230474,0.0,16.299999999998278,0.1,0.1,1.0,0.0,1.0,次駅までの距離が十分あり、加速は必要速度に達するため適切であり、即時違反やノコギリ運転はなく高評価とした。
191.39999999999856,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6148399140651697,70.0,70.0,61.30223202096374,0.0,11.49999999999855,0.1,0.1,1.0,0.0,1.0,加速は信号遵守かつ遅延回復の合理的操作で、速度超過や停車位置問題はなく、ノコギリ運転でもないため高評価とする。
192.2999999999985,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.447073194607625,70.0,70.0,60.87250300663527,0.0,12.3999999999985,0.1,0.1,1.0,0.0,1.0,delta_stopが正で信号速度未超過の中、加速は停車位置達成に必要かつ安全と判断し高評価。
199.0999999999981,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.4074926967322492,70.0,70.0,57.65604222225207,0.0,19.199999999998116,0.1,0.2,1.0,0.0,1.0,次駅減速フェーズでdelta_stop>0のため加速は妥当で、速度・信号遵守、ノコギリ運転なしと評価し、遅延はあるが必要な加速と判断して最高点とした。
96.0,Train11,巡航フェーズ（駅間走行中）,惰行中,遅延なし,ノコギリ疑いあり,67.10845592436016,70.0,70.0,732.0225679241687,84.0,0.0,2.0,1.0,1.0,0.0,1.0,巡航フェーズでrequired_speedと一致し、制限速度・CBTC信号を遵守、停止余裕も十分であり、現在の惰行は適切と判断した。
502,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,70.0,70.0,70.0,249.5,25.7,0.0,15.0,15.0,1.0,0.0,1.0,ブレーキが適切に作動し、delta_stopが±5m以内で制限速度・CBTCを遵守しているため高評価とした。
71,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,16.0,70.0,70.0,8.7,5.0,0.0,15.0,10.0,1.0,0.0,1.0,ブレーキが適切にかかり、delta_stopが許容範囲内で速度・信号遵守、ノコギリ運転なしと評価し高評価とした。
195.8999999999983,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6638817863025424,70.0,70.0,59.180582167137175,0.0,15.999999999998296,0.2,0.1,1.0,0.0,1.0,加速はdelta_stopが正で必要な速度不足を補う正当な操作で、速度・信号超過なし、ノコギリ運転でもなく高評価とする。
389,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,ノコギリ疑いあり,20.0,70.0,70.0,19.4,5.0,0.0,2.0,1.5,0.0,1.0,1.0,保持時間が7秒未満で惰行→減速への不合理な反転と判定され、ノコギリ運転上限0.0点が適用されたため。
132.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,ノコギリ疑いあり,39.6289173964378,70.0,70.0,315.8220028935723,48.0,0.0,1.0,1.0,1.0,0.0,1.0,次駅減速フェーズでrequired_speedを維持し、適切に惰行しているため上位項目に問題なくrewardは1.0とした。
146.39999999999935,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,0.0189048956668209,70.0,70.0,65.25576774761532,33.60000000000065,0.0,0.1,0.1,1.0,0.0,1.0,加速が必要で信号・制限速度を遵守し、合理的な理由があるためノコギリ運転と判定されず、全項目で適切と評価した。
64.0,Train11,巡航フェーズ（駅間走行中）,惰行中,遅延なし,ノコギリ疑いあり,67.11587297254177,70.0,70.0,1346.0672746341054,116.0,0.0,2.0,1.0,1.0,0.0,1.0,制限速度・CBTC遵守、required_speedと一致し惰行が適切で、ノコギリ運転なし、遅延0秒で省エネ的にも最適と判断し最高評価とした。
153.99999999999892,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,6.775153052463488,70.0,70.0,51.4631053887662,26.00000000000108,0.0,0.1,0.1,1.0,0.0,1.0,減速フェーズで必要速度未達のため加速は妥当で、速度・信号超過なく停止位置も確保できるため高評価とした。
369,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,ノコギリ疑いあり,0.0,70.0,70.0,18.0,0.0,20.0,1.0,5.0,1.0,0.0,1.0,駅停車完了で速度0km/h、制限速度・CBTC信号を遵守し、即時ゼロ違反やノコギリ運転がなく、安全かつ適切な操作と判断した。
178.5999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延10秒以内,ノコギリ疑いあり,1.68,70.0,0.0,0.0,0.0,0.7,2.0000000000000004,0.1,1.0,0.0,1.0,先行列車が塞いでいる駅間停車防止モードで、CBTC信号0km/hに合わせブレーキ中であり、停止位置も許容誤差内のため適切な操作と判断した。
169.79999999999802,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,2.320834812600024,70.0,70.0,33.10442438612071,10.200000000001978,0.0,0.1,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正であり、加速はCBTC遵守かつ停止位置確保に必要なため、違反なしで高評価とした。
170.099999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,2.574007076392348,70.0,70.0,32.900117221682734,9.900000000001995,0.0,0.2,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正で加速が必要と判断され、速度・信号遵守、ノコギリ運転なし、停止位置も確保できるため高評価。
195.59999999999656,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.3463006664696189,70.0,70.0,17.85585627592212,0.0,15.69999999999655,0.1,0.1,1.0,0.0,1.0,加速は必要速度未達で正当化され、速度・信号超過なし、ノコギリ運転該当せず、全項目で適切と判断し1.0とした。
174.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,40.04,70.0,70.0,235.7,7.3,0.0,0.0,0.0,1.0,0.0,1.0,required_speed未達のため加速は妥当で、制限速度・CBTC遵守、ノコギリ運転なし、停止位置も確保できる点が評価の決定要因です。
188.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延10秒以内,ノコギリ疑いあり,40.0,70.0,70.0,80.1,0.0,6.7,0.0,0.0,1.0,0.0,1.0,全ての上位評価項目で安全・信号遵守・停止位置確保が適切であり、ノコギリ運転もなくエネルギー効率も良好なため高評価とした。
149.0999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,8.128269701505468,70.0,70.0,61.13842728032992,30.9000000000008,0.0,2.500000000000001,0.3,1.0,0.0,1.0,次駅減速フェーズでrequired_speed未達のため加速は妥当、速度・信号・制限を遵守しノコギリ運転もなく最高評価。
177.1,T1,駅停車完了（速度0km/h）,停止・その他,遅延なし,なし,0.0,70.0,70.0,11.2,4.2,0.0,0.0,18.9,1.0,0.0,1.0,駅停車完了フェーズで停止が適切であり、速度・信号超過やノコギリ運転がなく、評価上問題がないため最高評価とした。
174.7999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,7.310144917139447,70.0,70.0,86.51025241984556,5.2000000000005,0.0,1.5000000000000002,0.1,1.0,0.0,1.0,適切に加速しスケジュール通りに駅へ向かっており、速度・信号違反やノコギリ運転はなく高評価とした。
223,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,なし,70.0,70.0,70.0,377.3,0.0,20.0,10.0,12.0,1.0,0.0,1.0,delta_stopが正で加速中であり、制限速度・CBTCを遵守しつつ停止位置も確保できるため高評価とした。
199.0999999999981,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.4074926967322492,70.0,70.0,57.65604222225207,0.0,19.199999999998116,0.1,0.2,1.0,0.0,1.0,次駅減速フェーズでdelta_stop>0のため加速は妥当で、速度・信号遵守、ノコギリ運転なしと評価し、遅延はあるが必要な加速と判断して最高点とした。
195.8999999999983,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6638817863025424,70.0,70.0,59.180582167137175,0.0,15.999999999998296,0.2,0.1,1.0,0.0,1.0,加速はdelta_stopが正で必要な速度不足を補う正当な操作で、速度・信号超過なし、ノコギリ運転でもなく高評価とする。
196.19999999999828,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6073811486641176,70.0,70.0,59.02861524230474,0.0,16.299999999998278,0.1,0.1,1.0,0.0,1.0,次駅までの距離が十分あり、加速は必要速度に達するため適切であり、即時違反やノコギリ運転はなく高評価とした。
173.49999999999957,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,3.996786427379455,70.0,70.0,88.56332815080847,6.500000000000426,0.0,0.2,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが大きく加速が必要であり、速度・信号遵守かつ合理的な操作と判断し、全項目OKのためrewardを1.0とした。
173.79999999999956,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,4.782014918124627,70.0,70.0,88.19636669788977,6.200000000000443,0.0,0.5,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが十分正であり、定時到着に必要な加速でCBTC・制限速度を遵守、ノコギリ運転でも省エネ上の無駄もないため最高評価とした。
175.09999999999948,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,7.509668423541613,70.0,70.0,85.89248397851179,4.900000000000517,0.0,0.2,0.1,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正であり、加速はCBTC信号内で必要速度に向けた適切な操作で、即時ゼロ違反やノコギリ運転はなく全項目で適正と判断したため高評価。
141.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,ノコギリ疑いあり,31.139455079025105,70.0,70.0,195.18309215928295,39.0,0.0,1.0,1.0,1.0,0.0,1.0,制限速度・CBTC遵守、停止位置は十分確保され、減速フェーズでの惰行は適切で省エネ性が高く評価できる。
192.2999999999985,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.447073194607625,70.0,70.0,60.87250300663527,0.0,12.3999999999985,0.1,0.1,1.0,0.0,1.0,delta_stopが正で信号速度未超過の中、加速は停車位置達成に必要かつ安全と判断し高評価。
1544.5,T1,駅停車完了（速度0km/h）,停止・その他,遅延なし,なし,0.0,70.0,70.0,15.9,1.8,0.0,0.0,20.8,1.0,0.0,1.0,現在は駅停車完了で速度0km/h、制限速度・CBTC信号を遵守し、ノコギリ運転もなく余分な力行もないため安全かつ省エネで最高評価とする。
1751.7,T1,駅停車完了（速度0km/h）,停止・その他,遅延10秒超,なし,0.0,70.0,70.0,11.2,0.0,24.1,0.0,18.9,1.0,0.0,1.0,駅停車完了で停止を維持し、速度・信号遵守、ノコギリ運転なし、列車間隔問題も無く、適切な操作と判断した。
