time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,mode,reward,reason
194.99999999999966,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,0.1,ブレーキ（減速）,2.0000000000000004,70.0,9.3,15.14,70.0,53.8,0.0,10.905105738910764,17.1,9.2,この先制限速度なし,この先目立った勾配なし,前方54.1m先を0.0km/h,後続列車なし,10.0,3.0,未発車,25.0,15.0,anti_mid_stop,0.0,CBTC信号速度9.3km/hを超える15.1km/hでブレーキせずに加速しているため即時0点とし、rewardは0.0とした。安全上の重大違反であり、他の評価は無視する。
90.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,20.0,70.0,70.0,46.66,70.0,1391.7,18.0,114.86423720918899,0.0,0.0,この先制限速度なし,401m先に上り勾配12.5‰あり,前方745.8m先を62.5km/h,後続列車なし,10.0,123.0,未発車,25.0,48.0,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モードで、速度はtarget_speed_no_stop付近に保たれ、制限・CBTC遵守、ノコギリ運転なしで安全かつ省エネ。
189.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,21.0,ブレーキ（減速）,1.0,70.0,54.8,48.28,70.0,190.0,0.0,109.38651054949783,12.0,9.2,この先制限速度なし,この先目立った勾配なし,前方190.4m先を0.0km/h,後続列車なし,10.0,2.0,未発車,32.0,66.1,anti_mid_stop,1.0,先行列車が停止して機外停車防止モード。現在速度は target_speed_no_stop 未満で加速は適切、制限速度・CBTC遵守、停止位置も確保できるため高評価。
158.0,Train11,巡航フェーズ（駅間走行中）,惰行中,16.0,力行（加速）,6.0,70.0,70.0,36.05,70.0,411.5,20.0,63.72125818668614,0.0,6.1,この先制限速度なし,221m先に上り勾配9.2‰あり,前方411.9m先を0.0km/h,後続列車なし,10.0,40.0,未発車,25.0,37.6,anti_mid_stop,0.9,先行列車が停車しているため駅間停車防止モード。現在速度はtarget_speed_no_stop付近で惰行しており、上限超えの力行や安全違反はなく評価は高い。
114.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,5.0,惰行,6.0,70.0,70.0,31.36,70.0,1072.5,25.0,52.302533227367086,0.0,0.0,この先制限速度なし,82m先に上り勾配12.5‰あり,前方812.0m先を47.9km/h,後続列車なし,10.0,99.0,未発車,25.0,43.4,anti_mid_stop,0.5,惰行から力行への短時間切替が合理的理由なく行われたためノコギリ運転と判定し、reward上限を0.5に抑えた。
205.19999999999948,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.5,惰行,0.1,70.0,0.0,8.9,70.0,39.0,0.0,3.774776664241888,27.3,9.2,この先制限速度なし,この先目立った勾配なし,前方39.4m先を0.0km/h,後続列車なし,10.0,7.8,未発車,25.0,11.0,anti_mid_stop,0.0,先行列車が40m未満で接近し衝突リスクがあるため即0.0ルールが適用され、rewardは0.0となる。
149.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,13.0,力行（加速）,6.0,70.0,70.0,34.59,70.0,371.1,29.0,58.70356374390106,0.0,6.1,この先制限速度なし,181m先に上り勾配9.2‰あり,前方371.5m先を0.0km/h,後続列車なし,10.0,42.0,未発車,32.0,33.7,anti_mid_stop,0.9,先行列車が停車しているため駅間停車防止モード。現在速度はtarget_speed_no_stop付近で惰行し、制限速度・CBTCを遵守、停止位置も十分余裕があるため高評価。
97.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,9.0,惰行,6.0,70.0,70.0,47.11,70.0,1341.9,29.0,117.05967626336385,0.0,0.0,この先制限速度なし,351m先に上り勾配12.5‰あり,前方931.9m先を58.0km/h,後続列車なし,10.0,94.0,未発車,32.0,56.5,anti_mid_stop,1.0,先行列車が塞いでいるため駅間停車防止モード。target_speed_no_stop以下で加速しており、制限速度・CBTC遵守、ノコギリ運転なしで適切な操作。
115.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,6.0,70.0,70.0,54.85,70.0,1081.7,33.0,157.9296971590187,0.0,0.0,この先制限速度なし,91m先に上り勾配12.5‰あり,前方917.0m先を39.5km/h,後続列車なし,10.0,76.0,未発車,32.0,54.1,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。現在速度はtarget_speed_no_stop付近で惰行は適切であり減点要因なし。
188.39999999999952,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.9000000000000012,惰行,0.1,70.0,0.0,11.56,70.0,43.9,0.0,6.363992790487871,10.5,9.2,この先制限速度なし,この先目立った勾配なし,前方44.2m先を0.0km/h,後続列車なし,10.0,2.6,未発車,32.0,13.2,anti_mid_stop,0.9,CBTCが0km/hを示す中で、target_speed_no_stop以下の速度でブレーキし先行列車との衝突回避を適切に実施したため高評価。
194.1999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.3,力行（加速）,0.1,70.0,12.8,17.48,70.0,57.4,0.0,14.52626404433182,16.3,9.2,この先制限速度なし,この先目立った勾配なし,前方57.8m先を0.0km/h,後続列車なし,10.0,3.8,未発車,25.0,15.6,anti_mid_stop,0.9,先行列車が停車しているため駅間停車防止モード。現在速度はtarget_speed_no_stop付近でブレーキ中、制限速度・CBTC遵守、ノコギリ運転なし、停車位置も確保できるため高評価。
29.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,2.0,力行（加速）,3.0,70.0,70.0,20.04,70.0,2005.1,22.0,22.088850978909807,0.0,-2.1,この先制限速度なし,215m先に下り勾配6.7‰あり,前方413.7m先を62.8km/h,後続列車なし,10.0,162.0,未発車,32.0,49.9,anti_mid_stop,0.2,先行列車が塞いでいるため駅間停車防止モード。現在速度がtarget_speed_no_stop 49.9km/h を大きく下回りブレーキしている点と、力行→ブレーキへの短時間切替がノコギリ運転と判定され、reward上限0.3となり0.2に設定した。
71.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,6.0,力行（加速）,2.0,70.0,70.0,35.69,70.0,1621.9,23.0,67.6023306701098,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方766.5m先を63.0km/h,後続列車なし,10.0,135.0,未発車,32.0,52.1,anti_mid_stop,0.2,先行が塞ぎ駅間停車防止モードで、target_speed_no_stop以下に過度に減速しブレーキを続けた上、ノコギリ運転と判定されたため減点し0.2とする。
